907.664886188;55.0132118162
973.399390379;51.9239534997
1008.15825234;56.2178321853
1057.69015061;63.0492593217
1090.33970899;72.106171025
1131.37654798;70.7633295565
1159.94638151;74.8333792228
1189.10074483;78.5727731845
1214.17616761;85.8117886035
1245.67272946;74.6058467412
1259.57399521;74.6555514341
1273.53637934;74.7050103258
1290.4671591;69.1604895874
1311.59939749;71.0043691365
1330.14079451;74.3216346898
1348.34559042;78.4815972746
1363.51981453;74.1792026294
1384.66261716;72.1119388338
1395.13915548;72.0406120242
1409.80473763;73.7625416779
1420.51536936;74.320664697
1429.67940455;69.3524878692
1438.41894334;68.8310893027
1448.72246574;69.7677586701
1460.13844993;68.5609627748
1468.90356135;69.5596714247
1478.25513761;71.2600182398
1486.05659914;72.5237190434
1496.93297037;71.8679217523
1505.47784776;74.0775442147
1510.62364687;76.9367333733
1519.17696332;85.6619877094
1523.53631562;85.1655926237
1530.36255731;88.0270020693
1536.17066902;86.1029935983
1536.97187052;86.6712492617
1546.84542191;86.1718356778
1551.12787786;84.4687206687
1554.47560199;86.2879206524
1560.48947586;89.4824816866
1563.49622196;89.9165026037
1565.51124692;90.6683523721
1567.85551829;90.4583177339
1569.0492114;90.5784150992
1571.1783757;90.0620686202
1572.33345696;89.2644917547
1574.16136286;89.9604046177
1575.18308362;89.428176985
1579.6052681;87.5114127787
1582.49864429;85.8509656605
1584.46117751;85.7573287829
1584.63110115;85.6988812952
1586.11453759;85.4056243907
1588.52058336;84.2526296089
1590.10774852;84.3837713582
1591.18176252;83.9429206402
1591.471988;84.1564478692
1594.294499;83.0241347879
1594.90033897;82.8068874837
1596.60112323;85.8198340844
1596.75659364;85.853411524
1597.83339577;85.4746608403
1598.6020396;84.9715008115
1598.62622425;84.9934145036
1599.25243977;84.9347527011
1599.66875795;84.9060562441
1600.10500362;84.9071299473
1600.30208882;85.0871231334
1600.45498609;85.0996680736
1600.81024965;85.1080672529
1600.81024965;85.1080672529
1600.81024965;85.1080672529
1601.1790078;84.8291850078
1601.18069181;84.8330520265
1601.18069181;84.8330520265
1601.18069181;84.8330520265
1601.18069181;84.8330520265
1601.18069181;84.8330520265
1601.18069181;84.8330520265
1601.18069181;84.8330520265
1601.18069181;84.8330520265
1601.18069181;84.8330520265
1601.18069181;84.8330520265
1601.56466712;84.7557136723
1601.56466712;84.7557136723
1601.56466712;84.7557136723
1601.56466712;84.7557136723
1601.70169761;84.7568638304
1603.05076225;84.9925722514
1603.05076225;84.9925722514
1603.05076225;84.9925722514
1603.23167821;84.9902200699
1603.40025975;85.0478541637
1603.56507571;85.1102968076
1603.56507571;85.1102968076
1604.00250343;85.3051430092
1604.22213247;85.1466731849
1604.22708464;85.1484630581
1604.22708464;85.1484630581
1604.22708464;85.1484630581
1604.54759513;85.2758475219
