865.725545854;53.8747719007
938.428397952;52.5204282726
980.343631463;44.0000651618
1020.95551903;35.4379289578
1073.27299895;55.6728686094
1094.77117604;56.0844270214
1128.09841735;57.2294735234
1151.87687069;53.5408492946
1183.87412337;46.9830227641
1214.81751994;47.4404605742
1237.6529375;62.4590681018
1253.00978235;70.0785956235
1281.17309657;69.5003510467
1290.52947206;65.1210971735
1310.05379884;76.2144214839
1331.35145146;73.3932902117
1341.39034432;73.8571650425
1362.56211193;83.7754895785
1375.61619707;81.5786074687
1388.1264797;81.8075611227
1398.52276751;82.8679250895
1407.74024592;80.1746000447
1424.7258513;81.7219064716
1441.39632352;83.0496663447
1449.37406468;82.5783295278
1463.34458039;83.6600832819
1471.8099377;91.391275127
1482.01284159;90.9174142155
1494.03936887;94.1064294361
1507.66638498;106.384690835
1510.93764994;105.711763287
1516.0261894;104.063430974
1527.34427222;108.196439463
1528.60057569;107.273625231
1535.73939514;105.41735478
1540.73601946;106.07409272
1547.63335172;108.220168468
1552.07925302;112.84273515
1553.54725903;112.090536983
1560.45475824;110.958697095
1566.69504101;107.066749074
1568.17315063;107.155269733
1571.83167922;104.572957846
1578.50396194;103.638803272
1581.13265274;104.951705424
1590.6391779;111.476536502
1593.61125807;109.696646346
1594.88445441;111.077563045
1599.67356357;110.704807298
1601.79504983;110.549721963
1606.80136383;111.268941831
1610.10701656;113.711820467
1613.17307806;117.545209608
1616.91861263;116.111445038
1619.33896202;114.504149161
1623.48709686;114.714582658
1626.72364792;114.640007189
1630.16735758;113.764094624
1631.52945093;113.219789576
1634.72397353;111.889754754
1637.09902598;114.296451703
1640.86089342;116.604936683
1642.49894916;115.951613172
1645.047009;115.884691102
1647.08356907;115.580178682
1648.48402998;117.656695922
1648.48402998;117.656695922
1650.19015367;116.824529017
1651.82475754;116.39040182
1652.68210179;117.66098764
1653.88127678;117.258369348
1654.44355729;117.124112306
1657.06971178;116.567036072
1658.43652003;116.177158456
1659.32251635;115.503938092
1660.92339619;114.703214888
1660.92339619;114.703214888
1661.7671012;114.229377435
1662.71936031;114.531679129
1663.43314154;114.224201413
1664.32214571;113.801288718
1664.32214571;113.801288718
1665.05507031;113.317680763
1665.52568961;112.905376931
1666.24341544;112.274515191
1666.35832137;112.255505071
1667.54496376;112.056174361
1670.80622514;111.114394847
1670.97229866;110.975230225
1672.15111166;110.499154009
1673.65101152;114.214359759
1674.34166916;114.104595235
1675.13097724;113.979615107
1675.13688538;113.976748697
1675.59440681;113.953388973
1675.59440681;113.953388973
1676.00859522;113.901540747
1676.52249728;114.378334094
1677.48183867;113.979118973
1677.48183867;113.979118973
1677.64759777;113.766344126
