944.79295438;68.4352994685
968.508750355;90.6930954432
1009.08432811;50.1175176841
1130.68423777;73.7978306593
1162.80330541;41.6787630245
1173.25062542;31.2314430163
1210.22464267;41.5705198155
1268.62020889;44.342848209
1271.47892454;41.4841325574
1301.00261239;40.9927394249
1322.23312149;28.0259922032
1342.32696099;26.0241792485
1395.84137979;11.2683940792
1417.08659227;11.9657579888
1444.77646699;6.57699303547
1452.34789837;0.99443835
1485.48057244;32.0911249229
1494.7540878;33.4644802235
1500.95686926;32.8536253193
1522.40276627;28.8837809403
1525.80777101;32.2887856793
