895.814730926;54.1982118266
928.942483101;44.3577876019
985.828872938;47.3504163253
1035.94187837;61.5299601905
1069.07472347;63.5928605337
1111.19183914;49.7665796617
1137.6623488;54.6998175482
1162.76359446;46.151079673
1184.17379125;45.5606050243
1216.15635196;62.0632573639
1231.27557534;61.0571089858
1245.85549165;64.3354826443
1257.88783799;62.4608704364
1286.71189957;59.9197304773
1296.05294662;61.6555268544
1310.32063555;62.5559016479
1323.17341292;67.4955448119
1341.16549312;64.7170016147
1351.63575005;69.761063689
1362.30673491;72.9512300886
1370.61168251;72.4349122252
1377.70824599;73.2654074664
1385.63251105;74.1473687042
1396.63874205;82.7632284583
1401.48278716;83.7541147892
1410.06930403;82.4814258268
1418.42721595;84.3417098197
1426.17455464;84.283315116
1431.54555343;86.2132260801
1434.91575119;88.2806219879
1436.58058568;88.4149871179
1441.59610991;88.0960527062
1451.62323048;89.2545702461
1454.54995825;89.2828492399
1458.65402795;88.4102559627
1461.49455422;88.9516740805
1465.20431534;92.1493025663
1469.18431902;91.1776078064
1474.31402172;94.5841190976
1481.61876441;92.5426257558
1483.16796915;92.9217486848
1486.73988046;93.9594293897
1489.86229044;93.0056454065
1490.61885106;92.9153593184
1495.18426369;91.2612676508
1496.67316919;92.157406358
1498.76102302;93.0015974063
1500.18715115;92.3559377332
1503.6913576;94.5537042892
1507.33975815;97.6260090594
1511.03944867;97.5082046746
1512.71726997;99.356031837
1515.93230303;100.824725755
1520.36614217;104.826626531
1520.55853778;104.947596519
1520.75066376;104.897575507
1522.0944534;106.155861061
1523.31299223;107.1746948
1524.08861203;107.637664339
1524.24948221;107.785213332
1527.54791253;109.944194198
1530.2302695;110.722110933
1531.15487527;111.782043321
1532.32558256;110.961529837
1533.75769892;110.71167809
1534.26334837;109.860433807
1534.30581947;109.865623358
1534.70265922;109.691713503
1535.10125876;109.544254418
1535.79832021;108.424478073
1536.07387577;108.215946633
1536.52523165;108.636728355
1537.9610436;109.156124524
1537.9610436;109.156124524
1539.03253755;107.904238671
1540.50913878;107.622633454
1542.22596299;106.829277651
1542.824639;105.996436021
1543.02067829;106.042777326
1543.32180543;105.911661083
1544.59262078;105.10200503
1544.59262078;105.10200503
1545.39454237;104.431179895
1546.10023086;103.699513557
1546.64548993;103.770069814
1547.56676915;103.735448139
1548.19085168;103.165776578
1548.19085168;103.165776578
1548.20885168;103.150363671
1548.20885168;103.150363671
1548.75658763;102.709502681
1548.77458763;102.695815719
1549.91788664;102.143192893
1550.5950802;101.566833181
1550.62134735;101.588685379
1550.62134735;101.588685379
1550.94916133;101.421545662
1550.94916133;101.421545662
1551.29927709;101.164919906
1551.29927709;101.164919906
1551.98172138;102.075778923
